,Party,Donee,value
28821,Labour Party,Political Party,2598.0
28822,Liberal Democrats,Political Party,2310.0
28823,Liberal Democrats,Political Party,1800.0
28824,Liberal Democrats,Political Party,3000.0
28825,Conservative and Unionist Party,Political Party,8282.0
28826,Conservative and Unionist Party,Political Party,8500.0
28827,Conservative and Unionist Party,Political Party,102000.0
28828,Conservative and Unionist Party,Political Party,1800.0
28829,Conservative and Unionist Party,Political Party,28097.53
28830,Conservative and Unionist Party,Political Party,25000.0
28831,Conservative and Unionist Party,Political Party,9000.0
28832,The Rt Hon Ed Miliband,Regulated Donee,34712.0
28833,Liberal Democrats,Political Party,2779.98
28834,Liberal Democrats,Political Party,2000.0
28835,Liberal Democrats,Political Party,4500.0
28836,Liberal Democrats,Political Party,1800.0
28837,Liberal Democrats,Political Party,2700.0
28838,Liberal Democrats,Political Party,3600.0
28839,Liberal Democrats,Political Party,1000.0
28840,Liberal Democrats,Political Party,5786.0
28841,Liberal Democrats,Political Party,2200.0
28842,Liberal Democrats,Political Party,1800.0
28843,Liberal Democrats,Political Party,2000.0
28844,Liberal Democrats,Political Party,4000.0
28845,Liberal Democrats,Political Party,6774.0
28846,Liberal Democrats,Political Party,1800.0
28847,Liberal Democrats,Political Party,3000.0
28848,Liberal Democrats,Political Party,1510.0
28849,Liberal Democrats,Political Party,2000.0
28850,Liberal Democrats,Political Party,2000.0
28851,Liberal Democrats,Political Party,10000.0
28852,Liberal Democrats,Political Party,1895.0
28853,Labour Party,Political Party,8708.0
28854,Labour Party,Political Party,16450.0
28855,Labour Party,Political Party,31507.9
28856,Labour Party,Political Party,130471.67
28857,Labour Party,Political Party,500.01
28858,Labour Party,Political Party,2575.0
28859,Liberal Democrats,Political Party,2826.0
28860,Conservative and Unionist Party,Political Party,29600.0
28861,Conservative and Unionist Party,Political Party,5000.0
28862,Conservative and Unionist Party,Political Party,1603.5
28863,Liberal Democrats,Political Party,38281.0
28864,Liberal Democrats,Political Party,1800.0
28865,Liberal Democrats,Political Party,1680.0
28866,Liberal Democrats,Political Party,2400.0
28867,Liberal Democrats,Political Party,2000.0
28868,Liberal Democrats,Political Party,875.0
28869,Liberal Democrats,Political Party,2640.0
28870,Liberal Democrats,Political Party,2629.08
28871,Liberal Democrats,Political Party,4500.0
28872,Liberal Democrats,Political Party,3053.0
28873,Liberal Democrats,Political Party,1633.5
28874,Liberal Democrats,Political Party,5500.0
28875,Liberal Democrats,Political Party,1600.0
28876,Liberal Democrats,Political Party,2400.0
28877,Liberal Democrats,Political Party,1785.3
28878,Liberal Democrats,Political Party,3900.0
28879,Liberal Democrats,Political Party,20000.0
28880,Liberal Democrats,Political Party,2000.0
28881,Labour Party,Political Party,2734.0
28882,Labour Party,Political Party,18500.0
28883,Labour Party,Political Party,2000.0
28884,Labour Party,Political Party,1776.0
28885,Liberal Democrats,Political Party,2000.0
28886,Liberal Democrats,Political Party,2343.64
28887,Conservative and Unionist Party,Political Party,2900.0
28888,Conservative and Unionist Party,Political Party,4875.0
28889,Liberal Democrats,Political Party,1780.0
28890,Liberal Democrats,Political Party,2040.0
28891,Liberal Democrats,Political Party,5000.0
28892,Liberal Democrats,Political Party,15000.0
28893,Liberal Democrats,Political Party,1578.0
28894,Liberal Democrats,Political Party,20137.0
28895,Liberal Democrats,Political Party,2340.0
28896,Liberal Democrats,Political Party,3000.0
28897,Liberal Democrats,Political Party,4140.0
28898,Liberal Democrats,Political Party,2000.0
28899,Liberal Democrats,Political Party,1674.0
28900,Liberal Democrats,Political Party,2400.0
28901,Liberal Democrats,Political Party,8329.07
28902,Liberal Democrats,Political Party,731.49
28903,Liberal Democrats,Political Party,2000.0
28904,Liberal Democrats,Political Party,1560.0
28905,Liberal Democrats,Political Party,2598.0
28906,Liberal Democrats,Political Party,4500.0
28907,Liberal Democrats,Political Party,2554.5
28908,Labour Party,Political Party,368947.72
28909,Labour Party,Political Party,702.0
28910,Labour Party,Political Party,3000.0
28911,Conservative and Unionist Party,Political Party,1000.0
28912,Green Party,Political Party,1063.37
28913,Liberal Democrats,Political Party,3500.0
28914,Liberal Democrats,Political Party,1986.0
28915,Liberal Democrats,Political Party,3500.0
28916,Liberal Democrats,Political Party,2984.16
28917,Conservative and Unionist Party,Political Party,18247.35
28918,Conservative and Unionist Party,Political Party,12600.0
28919,Liberal Democrats,Political Party,1950.0
28920,Liberal Democrats,Political Party,4250.0
28921,Liberal Democrats,Political Party,2525.0
28922,Liberal Democrats,Political Party,1555.0
28923,Liberal Democrats,Political Party,630.0
28924,Liberal Democrats,Political Party,2000.0
28925,Liberal Democrats,Political Party,2930.5
28926,Liberal Democrats,Political Party,1776.0
28927,Liberal Democrats,Political Party,2776.11
28928,Liberal Democrats,Political Party,1323.3
28929,Liberal Democrats,Political Party,2000.0
28930,Liberal Democrats,Political Party,3750.0
28931,Liberal Democrats,Political Party,2250.0
28932,Liberal Democrats,Political Party,3000.0
28933,Liberal Democrats,Political Party,4118.0
28934,Labour Party,Political Party,1326.39
28935,Labour Party,Political Party,17625.0
28936,Labour Party,Political Party,3500.0
28937,Labour Party,Political Party,4200.0
28938,Labour Party,Political Party,500.01
28939,Conservative and Unionist Party,Political Party,7600.0
28940,Labour Party,Political Party,11500.03
28941,Conservative and Unionist Party,Political Party,5000.0
28942,Labour Party,Political Party,75478.0
28943,Conservative and Unionist Party,Political Party,9749.0
28944,Liberal Democrats,Political Party,8000.0
28945,Labour Party,Political Party,1598407.0
28946,Labour Party,Political Party,900.0
28947,Labour Party,Political Party,1543.55
28948,Conservative and Unionist Party,Political Party,3000.0
28949,Conservative and Unionist Party,Political Party,5000.0
28950,Labour Party,Political Party,700.0
28951,Labour Party,Political Party,900.0
28952,Labour Party,Political Party,3000.0
28953,Conservative and Unionist Party,Political Party,3250.0
28954,Labour Party,Political Party,800.0
28955,Mr Greg Mulholland MP,Regulated Donee,1543.59
28956,Conservative and Unionist Party,Political Party,400000.0
28957,Mr Tristram Hunt MP,Regulated Donee,4035.0
28958,Labour Party,Political Party,1000.0
28959,Liberal Democrats,Political Party,1640.0
28960,Ms Luciana Berger MP,Regulated Donee,1929.18
28961,Labour Party,Political Party,1000.0
28962,Labour Party,Political Party,13500.0
28963,Labour Party,Political Party,2700.0
28964,Conservative and Unionist Party,Political Party,8000.0
28965,Labour Party,Political Party,4500.0
28966,Liberal Democrats,Political Party,3000.0
28967,Conservative and Unionist Party,Political Party,13800.0
28968,Conservative and Unionist Party,Political Party,105000.0
28969,Labour Party,Political Party,5000.0
28970,Mr Charlie Elphicke,Regulated Donee,1950.0
28971,Labour Party,Political Party,2250.0
28972,Labour Party,Political Party,2000.0
28973,Labour Party,Political Party,760.0
28974,Labour Party,Political Party,919.49
28975,Labour Party,Political Party,7645.0
28976,Conservative and Unionist Party,Political Party,5000.0
28977,Labour Party,Political Party,7500.0
28978,Conservative and Unionist Party,Political Party,10000.0
28979,Conservative and Unionist Party,Political Party,11000.0
28980,Conservative and Unionist Party,Political Party,50000.0
28981,Conservative and Unionist Party,Political Party,11000.0
28982,Conservative and Unionist Party,Political Party,8500.0
28983,Conservative and Unionist Party,Political Party,8500.0
28984,Conservative and Unionist Party,Political Party,51000.0
28985,Labour Party,Political Party,10800.0
28986,Labour Party,Political Party,11300.0
28987,Conservative and Unionist Party,Political Party,3000.0
28988,Labour Party,Political Party,10000.0
28989,Mr Daniel Kawczynski MP,Regulated Donee,3220.0
28990,Labour Party,Political Party,11246.58
28991,Conservative and Unionist Party,Political Party,2650.0
28992,Conservative and Unionist Party,Political Party,2650.0
28993,Conservative and Unionist Party,Political Party,16730.0
28994,Labour Party,Political Party,1000.0
28995,Conservative and Unionist Party,Political Party,2500.0
28996,Labour Party,Political Party,2250.0
28997,Labour Party,Political Party,2500.0
28998,Conservative and Unionist Party,Political Party,2500.0
28999,Liberal Democrats,Political Party,2000.0
29000,Conservative and Unionist Party,Political Party,15000.0
29001,Conservative and Unionist Party,Political Party,27500.0
29002,Labour Party,Political Party,765627.5
29003,Conservative and Unionist Party,Political Party,30000.0
29004,Labour Party,Political Party,2500.0
29005,Conservative and Unionist Party,Political Party,10000.0
29006,Green Party,Political Party,2500.0
29007,Labour Party,Political Party,9737.5
29008,The Rt Hon Harriet Harman QC MP,Regulated Donee,3000.0
29009,Conservative and Unionist Party,Political Party,13000.0
29010,Liberal Democrats,Political Party,2500.0
29011,Liberal Democrats,Political Party,5000.0
29012,Scottish National Party (SNP),Political Party,120515.25
29013,Conservative and Unionist Party,Political Party,344021.25
29014,UK Independence Party (UKIP),Political Party,1500.0
29015,Liberal Democrats,Political Party,2500.0
29016,The Rt Hon Gordon Brown MP,Regulated Donee,11202.0
29017,Labour Party,Political Party,2000.0
29018,Conservative Muslim Forum,Regulated Donee,10000.0
29019,Labour Party,Political Party,4800.0
29020,Conservative and Unionist Party,Political Party,50000.0
29021,Labour Party,Political Party,1215.63
29022,Labour Party,Political Party,6000.0
29023,Conservative and Unionist Party,Political Party,100000.0
29024,Ms Bridget Phillipson MP,Regulated Donee,2123.4
29025,Conservative and Unionist Party,Political Party,1000.0
29026,Conservative and Unionist Party,Political Party,5000.0
29027,Conservative and Unionist Party,Political Party,2653.0
29028,Conservative and Unionist Party,Political Party,53300.0
29029,Liberal Democrats,Political Party,2000.0
29030,Conservative and Unionist Party,Political Party,1600.0
29031,Conservative and Unionist Party,Political Party,6000.0
29032,Conservative and Unionist Party,Political Party,2000.0
29033,Conservative and Unionist Party,Political Party,10000.0
29034,Conservative and Unionist Party,Political Party,700.0
29035,Conservative and Unionist Party,Political Party,9395.0
29036,Liberal Democrats,Political Party,200000.0
29037,Liberal Democrats,Political Party,4000.0
29038,Labour Party,Political Party,2602.0
29039,Labour Party,Political Party,2000.0
29040,UK Independence Party (UKIP),Political Party,550.0
29041,Conservative and Unionist Party,Political Party,15000.0
29042,Conservative and Unionist Party,Political Party,12500.0
29043,Conservative and Unionist Party,Political Party,5000.0
29044,Conservative and Unionist Party,Political Party,1000.0
29045,Labour Party,Political Party,5000.0
29046,Conservative and Unionist Party,Political Party,20000.0
29047,Conservative and Unionist Party,Political Party,10000.0
29048,Mr Angus MacNeil MP,Regulated Donee,2320.0
29049,Conservative and Unionist Party,Political Party,1680.0
29050,Labour Party,Political Party,695.0
29051,Conservative and Unionist Party,Political Party,26000.0
29052,Conservative and Unionist Party,Political Party,5000.0
29053,Labour Party,Political Party,73424.35
29054,Conservative and Unionist Party,Political Party,2000.0
29055,Conservative and Unionist Party,Political Party,25000.0
29056,Labour Party,Political Party,30000.0
29057,Labour Party,Political Party,6740.1
29058,Conservative and Unionist Party,Political Party,16200.0
29059,Labour Party,Political Party,2000.0
29060,Green Party,Political Party,1000.0
29061,Conservative and Unionist Party,Political Party,15000.0
29062,Labour Party,Political Party,2000.0
29063,Conservative and Unionist Party,Political Party,2000.0
29064,Co-operative Party,Political Party,8993.37
29065,Labour Party,Political Party,30000.0
29066,Co-operative Party,Political Party,5118.0
29067,Co-operative Party,Political Party,7138.0
29068,Co-operative Party,Political Party,5446.0
29069,The Rt Hon Jim Murphy MP,Regulated Donee,3234.0
29070,Labour Party,Political Party,1500.0
29071,Mr Michael Dugher MP,Regulated Donee,1843.07
29072,Green Party,Political Party,510.0
29073,Liberal Democrats,Political Party,3000.0
29074,Liberal Democrats,Political Party,250000.0
29075,Green Party,Political Party,510.0
29076,Conservative and Unionist Party,Political Party,15000.0
29077,Conservative and Unionist Party,Political Party,32000.0
29078,Labour Party,Political Party,851.88
29079,Labour Party,Political Party,36000.0
29080,Conservative and Unionist Party,Political Party,5500.0
29081,Conservative and Unionist Party,Political Party,2638.95
29082,Scottish National Party (SNP),Political Party,41662.0
29083,The Rt Hon John Spellar MP,Regulated Donee,4143.0
29084,Movement for Change,Regulated Donee,100000.0
29085,Conservative and Unionist Party,Political Party,17410.0
29086,Labour Party,Political Party,600.0
29087,Sharon Hodgson MP,Regulated Donee,1962.0
29088,Conservative and Unionist Party,Political Party,10000.0
29089,Mr Philip Davies MP,Regulated Donee,4680.0
29090,Labour Party,Political Party,4000.0
29091,Labour Party,Political Party,1594.3
29092,Conservative and Unionist Party,Political Party,806.05
29093,Labour Party,Political Party,2400.0
29094,Labour Party,Political Party,7500.0
29095,Conservative and Unionist Party,Political Party,3000.0
29096,Labour Party,Political Party,1000.0
29097,Labour Party,Political Party,4000.0
29098,Labour Party,Political Party,2006.0
29099,Labour Party,Political Party,2550.0
29100,Scottish National Party (SNP),Political Party,2000.0
29101,Conservative and Unionist Party,Political Party,2500.0
29102,Labour Party,Political Party,43807.96
29103,Labour Party,Political Party,2000.0
29104,Labour Party,Political Party,10000.0
29105,Mrs Meg Munn MP,Regulated Donee,3100.0
29106,Conservative and Unionist Party,Political Party,50000.0
29107,Labour Party,Political Party,10000.0
29108,Mr Nadhim Zahawi MP,Regulated Donee,3450.0
29109,Labour Party,Political Party,585.0
29110,Labour Party,Political Party,1800.0
29111,Mr Robert Halfon MP,Regulated Donee,2500.0
29112,Conservative and Unionist Party,Political Party,5000.0
29113,Conservative and Unionist Party,Political Party,50000.0
29114,The Spring Lunch,Regulated Donee,11000.0
29115,Labour Party,Political Party,2000.0
29116,Mr Conor Burns MP,Regulated Donee,3050.0
29117,Conservative and Unionist Party,Political Party,1600.0
29118,Liberal Democrats,Political Party,2000.0
29119,Mr James Wharton MP,Regulated Donee,3600.0
29120,Ms Sheryll Murray MP,Regulated Donee,3600.0
29121,Mr Nigel Evans MP,Regulated Donee,3600.0
29122,Ms Heather Wheeler MP,Regulated Donee,1624.0
29123,Mr Andrew Percy MP,Regulated Donee,3600.0
29124,Mr Chris Skidmore MP,Regulated Donee,3600.0
29125,Mr Justin Tomlinson MP,Regulated Donee,3600.0
29126,Ms Helen Jones MP,Regulated Donee,3600.0
29127,Mr Mike Freer MP,Regulated Donee,3600.0
29128,Mr Chris Kelly MP,Regulated Donee,3600.0
29129,Ms Emma Reynolds MP,Regulated Donee,3600.0
29130,Liberal Democrats,Political Party,10598.0
29131,The Rt Hon Denis MacShane MP,Regulated Donee,1548.76
29132,Labour Party,Political Party,3216.68
29133,Conservative and Unionist Party,Political Party,5000.0
29134,Conservative and Unionist Party,Political Party,22956.3
29135,Liberal Democrats,Political Party,2250.0
29136,Liberal Democrats,Political Party,3000.0
29137,Ms Gisela Stuart MP,Regulated Donee,1512.0
29138,Conservative and Unionist Party,Political Party,2000.0
29139,Mr Andrew Rosindell MP,Regulated Donee,2263.0
29140,Mr Angus MacNeil MP,Regulated Donee,2263.0
29141,Mr Daniel Kawczynski MP,Regulated Donee,2263.0
29142,Conservative and Unionist Party,Political Party,2500.0
29143,Labour Party,Political Party,1000.0
29144,Mark Menzies MP,Regulated Donee,2263.0
29145,Conservative and Unionist Party,Political Party,86753.12
29146,Labour Party,Political Party,950.0
29147,The Rt Hon Harriet Harman QC MP,Regulated Donee,3000.0
29148,Mr Stephen Hammond MP,Regulated Donee,3500.0
29149,Labour Party,Political Party,1000.0
29150,Labour Party,Political Party,750.0
29151,Conservative and Unionist Party,Political Party,10439.0
29152,Mr Mark Field MP,Regulated Donee,3500.0
29153,Conservative and Unionist Party,Political Party,11000.0
29154,Mr Gerry Sutcliffe MP,Regulated Donee,3500.0
29155,The Rt Hon Sajid Javid MP,Regulated Donee,9200.0
29156,Conservative and Unionist Party,Political Party,11000.0
29157,UK Independence Party (UKIP),Political Party,1000.0
29158,Mr Bob Blackman MP,Regulated Donee,3500.0
29159,Scottish National Party (SNP),Political Party,13688.08
29160,The Rt Hon Dr Liam Fox MP,Regulated Donee,10439.0
29161,Labour Party,Political Party,2000.0
29162,Conservative and Unionist Party,Political Party,4540.0
29163,Conservative and Unionist Party,Political Party,52400.0
29164,Labour Party,Political Party,2000.0
29165,Green Party,Political Party,2000.0
29166,Mr Michael Gove MP,Regulated Donee,5000.0
29167,Labour Party,Political Party,1000.0
29168,Labour Party,Political Party,1000.0
29169,Labour Party,Political Party,535.0
29170,Charlotte Leslie MP,Regulated Donee,3096.0
29171,Ms Rushanara Ali MP,Regulated Donee,4605.0
29172,Labour Party,Political Party,525.0
29173,The Rt Hon Liam Byrne MP,Regulated Donee,7916.0
29174,Mr Duncan Hames MP,Regulated Donee,3096.0
29175,Mr Michael Richard Weatherley,Regulated Donee,1800.0
29176,Mr Stephen Mosley MP,Regulated Donee,1800.0
29177,Conservative and Unionist Party,Political Party,2000.0
29178,Mr Michael Richard Weatherley,Regulated Donee,1800.0
29179,Mr Stephen Mosley MP,Regulated Donee,1800.0
29180,Conservative and Unionist Party,Political Party,7951.33
29181,Labour Party,Political Party,1920.0
29182,Conservative and Unionist Party,Political Party,5000.0
29183,Liberal Democrats,Political Party,25000.0
29184,Labour Party,Political Party,2500.0
29185,Labour Party,Political Party,1000.0
29186,Labour Party,Political Party,1000.0
29187,Conservative and Unionist Party,Political Party,5800.0
29188,Liberal Democrats,Political Party,2500.0
29189,The Rt Hon David Miliband MP,Regulated Donee,10890.88
29190,Conservative and Unionist Party,Political Party,75000.0
29191,Conservative and Unionist Party,Political Party,7800.0
29192,Liberal Democrats,Political Party,10000.0
29193,Labour Party,Political Party,4795.98
29194,Conservative and Unionist Party,Political Party,7000.0
29195,Labour Party,Political Party,907.5
29196,Conservative and Unionist Party,Political Party,10000.0
29197,Co-operative Party,Political Party,10000.0
29198,Conservative and Unionist Party,Political Party,49600.0
29199,Conservative and Unionist Party,Political Party,50000.0
29200,Co-operative Party,Political Party,10000.0
29201,Conservative and Unionist Party,Political Party,2000.0
29202,Co-operative Party,Political Party,20000.0
29203,Conservative and Unionist Party,Political Party,50000.0
29204,Conservative and Unionist Party,Political Party,2641.65
29205,The Rt Hon Sir John Stanley MP,Regulated Donee,3500.0
29206,Conservative and Unionist Party,Political Party,10000.0
29207,Conservative and Unionist Party,Political Party,10000.0
29208,Conservative and Unionist Party,Political Party,12500.0
29209,Labour Party,Political Party,27050.0
29210,Conservative and Unionist Party,Political Party,4500.0
29211,Labour Party,Political Party,1000.0
29212,Labour Party,Political Party,700.0
29213,Conservative and Unionist Party,Political Party,3555.0
29214,Conservative and Unionist Party,Political Party,2750.0
29215,Labour Party,Political Party,76200.0
29216,Labour Party,Political Party,2000.0
29217,Conservative and Unionist Party,Political Party,2000.0
29218,Conservative and Unionist Party,Political Party,50000.0
29219,Conservative and Unionist Party,Political Party,42820.0
29220,Conservative and Unionist Party,Political Party,51000.0
29221,Labour Party,Political Party,2000.0
29222,Labour Party,Political Party,1000.0
29223,Dr Charles Tannock MEP,Regulated Donee,3400.97
29224,Plaid Cymru - The Party of Wales,Political Party,152164.5
29225,Mr David Campbell Bannerman,Regulated Donee,1501.0
29226,Labour Party,Political Party,1000.0
29227,Liberal Democrats,Political Party,8500.0
29228,Liberal Democrats,Political Party,13750.0
29229,Labour Party,Political Party,2000.0
29230,Labour Party,Political Party,2000.0
29231,Conservative and Unionist Party,Political Party,10000.0
29232,UK Independence Party (UKIP),Political Party,7502.0
29233,Project Umubano,Regulated Donee,50000.0
29234,Liberal Democrats,Political Party,2000.0
29235,No Campaign Limited,Permitted Participant,10000.0
29236,Conservative and Unionist Party,Political Party,57000.0
29237,No Campaign Limited,Permitted Participant,1000.0
29238,No Campaign Limited,Permitted Participant,1000.0
29239,Conservative and Unionist Party,Political Party,50000.0
29240,Labour Party,Political Party,2000.0
29241,Labour Party,Political Party,800.0
29242,No Campaign Limited,Permitted Participant,25000.0
29243,No Campaign Limited,Permitted Participant,10000.0
29244,Conservative and Unionist Party,Political Party,2000.0
29245,UK Independence Party (UKIP),Political Party,1500.0
29246,Labour Party,Political Party,2800.0
29247,Conservative and Unionist Party,Political Party,25000.0
29248,Conservative and Unionist Party,Political Party,2000.0
29249,Conservative and Unionist Party,Political Party,12500.0
29250,Conservative and Unionist Party,Political Party,3000.0
29251,Conservative and Unionist Party,Political Party,19000.0
29252,Conservative and Unionist Party,Political Party,50000.0
29253,Conservative and Unionist Party,Political Party,3000.0
29254,Labour Party,Political Party,2000.0
29255,Conservative and Unionist Party,Political Party,2500.0
29256,UK Independence Party (UKIP),Political Party,10000.0
29257,Labour Party,Political Party,2000.0
29258,Labour Party,Political Party,7000.0
29259,Labour Party,Political Party,575.0
29260,Labour Party,Political Party,2000.0
29261,Liberal Democrats,Political Party,3000.0
29262,Liberal Democrats,Political Party,26800.0
29263,Labour Party,Political Party,2500.0
29264,Labour Party,Political Party,1000.0
29265,Labour Party,Political Party,1000.0
29266,UK Independence Party (UKIP),Political Party,8500.0
29267,Labour Party,Political Party,2000.0
29268,Scottish National Party (SNP),Political Party,1785.0
29269,Conservative and Unionist Party,Political Party,44802.58
29270,Labour Party,Political Party,600.0
29271,Conservative and Unionist Party,Political Party,2000.0
29272,Labour Party,Political Party,15000.0
29273,Conservative and Unionist Party,Political Party,1875.0
29274,Liberal Democrats,Political Party,2000.0
29275,Labour Party,Political Party,3000.0
29276,Labour Party,Political Party,9550.0
29277,Conservative and Unionist Party,Political Party,754.0
29278,UK Independence Party (UKIP),Political Party,7000.0
29279,Conservative and Unionist Party,Political Party,2668.0
29280,Conservative and Unionist Party,Political Party,10000.0
29281,Scottish National Party (SNP),Political Party,15000.0
29282,Conservative and Unionist Party,Political Party,2000.0
29283,Labour Party,Political Party,3000.0
29284,Labour Party,Political Party,595.07
29285,Labour Party,Political Party,2000.0
29286,Labour Party,Political Party,2000.0
29287,Labour Party,Political Party,2550.0
29288,No Campaign Limited,Permitted Participant,5000.0
29289,UK Independence Party (UKIP),Political Party,550.0
29290,The Rt Hon Bob Ainsworth MP,Regulated Donee,4500.0
29291,Mr Andrew Love MP,Regulated Donee,5000.0
29292,Henry Smith MP,Regulated Donee,4000.0
29293,Liberal Democrats,Political Party,8816.8
29294,Mr Adam Holloway MP,Regulated Donee,4000.0
29295,Yes in May 2011 Ltd,Permitted Participant,1000.0
29296,Labour Party,Political Party,1000.0
29297,Conservative and Unionist Party,Political Party,1000.0
29298,Conservative and Unionist Party,Political Party,10000.0
29299,Conservative and Unionist Party,Political Party,10000.0
29300,Labour Party,Political Party,4348.1
29301,Labour Party,Political Party,3993.66
29302,Labour Party,Political Party,305244.31
29303,"No to AV, Yes to PR",Permitted Participant,21149.67
29304,Labour Party,Political Party,1000.0
29305,Labour Party,Political Party,580.0
29306,Yes in May 2011 Ltd,Permitted Participant,4000.0
29307,Yes in May 2011 Ltd,Permitted Participant,42652.41
29308,Labour Party,Political Party,2000.0
29309,Yes in May 2011 Ltd,Permitted Participant,6881.26
29310,Labour Party,Political Party,1544.0
29311,Labour Party,Political Party,1000.0
29312,Yes in May 2011 Ltd,Permitted Participant,839.74
29313,Liberal Democrats,Political Party,3800.0
29314,Labour Party,Political Party,3000.0
29315,Labour Party,Political Party,1596.25
29316,Conservative and Unionist Party,Political Party,2458.0
29317,Labour Party,Political Party,589.94
29318,Labour No to AV,Permitted Participant,192083.95
29319,Labour Party,Political Party,2500.0
29320,Conservative and Unionist Party,Political Party,11000.0
29321,Conservative and Unionist Party,Political Party,2500.0
29322,Labour Party,Political Party,11362.5
29323,Conservative and Unionist Party,Political Party,1000.0
29324,Conservative and Unionist Party,Political Party,3275.0
29325,Liberal Democrats,Political Party,3000.0
29326,Labour Party,Political Party,10000.0
29327,Green Party,Political Party,510.0
29328,Conservative and Unionist Party,Political Party,15500.0
29329,Yes in May 2011 Ltd,Permitted Participant,10000.0
29330,Conservative and Unionist Party,Political Party,54600.0
29331,Conservative and Unionist Party,Political Party,25000.0
29332,Labour Party,Political Party,1500.0
29333,Labour Party,Political Party,1000.0
29334,Yes in May 2011 Ltd,Permitted Participant,35000.0
29335,No Campaign Limited,Permitted Participant,10000.0
29336,UK Independence Party (UKIP),Political Party,4000.0
29337,UK Independence Party (UKIP),Political Party,1250.0
29338,Labour Party,Political Party,1050.0
29339,No Campaign Limited,Permitted Participant,1000.0
29340,Conservative and Unionist Party,Political Party,50000.0
29341,Conservative and Unionist Party,Political Party,22000.0
29342,Conservative and Unionist Party,Political Party,50000.0
29343,Labour Party,Political Party,342459.0
29344,Yes in May 2011 Ltd,Permitted Participant,15000.0
29345,Conservative and Unionist Party,Political Party,10000.0
29346,Labour Party,Political Party,2400.0
29347,Labour Party,Political Party,1000.0
29348,Labour Party,Political Party,3000.0
29349,Labour Party,Political Party,2000.0
29350,Green Party,Political Party,6448.0
29351,Yes in May 2011 Ltd,Permitted Participant,3324.26
29352,Liberal Democrats,Political Party,6000.0
29353,Yes in May 2011 Ltd,Permitted Participant,10000.0
29354,Conservative and Unionist Party,Political Party,2000.0
29355,Labour Party,Political Party,5000.0
29356,Liberal Democrats,Political Party,2000.0
29357,Labour Party,Political Party,1000.0
29358,Liberal Democrats,Political Party,5000.0
29359,Mr Barry Gardiner MP,Regulated Donee,3000.0
29360,No Campaign Limited,Permitted Participant,25000.0
29361,No Campaign Limited,Permitted Participant,1000.0
29362,Scottish National Party (SNP),Political Party,70000.0
29363,Conservative and Unionist Party,Political Party,2950.0
29364,Conservative and Unionist Party,Political Party,5000.0
29365,Yes in May 2011 Ltd,Permitted Participant,15000.0
29366,Labour Party,Political Party,1500.0
29367,No Campaign Limited,Permitted Participant,2000.0
29368,Yes in May 2011 Ltd,Permitted Participant,25000.0
29369,Labour Party,Political Party,1000.0
29370,Yes in May 2011 Ltd,Permitted Participant,5000.0
29371,No Campaign Limited,Permitted Participant,1000.0
29372,No Campaign Limited,Permitted Participant,10000.0
29373,Conservative and Unionist Party,Political Party,3524.35
29374,No Campaign Limited,Permitted Participant,50000.0
29375,Conservative and Unionist Party,Political Party,3927.36
29376,Conservative and Unionist Party,Political Party,2000.0
29377,Labour Party,Political Party,1000.0
29378,Labour Party,Political Party,2000.0
29379,Labour Party,Political Party,1000.0
29380,Liberal Democrats,Political Party,14000.0
29381,Labour Party,Political Party,1000.0
29382,Labour Party,Political Party,1000.0
29383,No Campaign Limited,Permitted Participant,5000.0
29384,Yes in May 2011 Ltd,Permitted Participant,50000.0
29385,Labour Party,Political Party,1000.0
29386,The Rt Hon David Miliband MP,Regulated Donee,3178.0
29387,No Campaign Limited,Permitted Participant,50000.0
29388,The Rt Hon Nick Herbert MP,Regulated Donee,5000.0
29389,Yes in May 2011 Ltd,Permitted Participant,10000.0
29390,Labour Party,Political Party,6500.0
29391,Conservative and Unionist Party,Political Party,2300.0
29392,Labour Party,Political Party,1000.0
29393,No Campaign Limited,Permitted Participant,2000.0
29394,Conservative and Unionist Party,Political Party,6000.0
29395,Conservative and Unionist Party,Political Party,49000.0
29396,Labour Party,Political Party,1000.0
29397,Conservative and Unionist Party,Political Party,49000.0
29398,Conservative and Unionist Party,Political Party,50000.0
29399,Yes in May 2011 Ltd,Permitted Participant,1000.0
29400,Yes in May 2011 Ltd,Permitted Participant,60000.0
29401,Labour Party,Political Party,1000.0
29402,Labour Party,Political Party,3500.0
29403,Liberal Democrats,Political Party,5000.0
29404,Liberal Democrats,Political Party,2000.0
29405,Liberal Democrats,Political Party,5000.0
29406,Liberal Democrats,Political Party,2000.0
29407,Labour Party,Political Party,24000.0
29408,Conservative and Unionist Party,Political Party,5647.1
29409,Labour Party,Political Party,1000.0
29410,Scottish National Party (SNP),Political Party,13688.08
29411,No Campaign Limited,Permitted Participant,10000.0
29412,Conservative and Unionist Party,Political Party,10040.0
29413,Yes in May 2011 Ltd,Permitted Participant,9388.14
29414,Labour Party,Political Party,40000.0
29415,No Campaign Limited,Permitted Participant,1000.0
29416,Labour Party,Political Party,1000.0
29417,No Campaign Limited,Permitted Participant,25000.0
29418,No Campaign Limited,Permitted Participant,25000.0
29419,Conservative and Unionist Party,Political Party,35700.0
29420,Labour Party,Political Party,2000.0
29421,Labour Party,Political Party,2000.0
29422,Conservative and Unionist Party,Political Party,10000.0
